Head,Name,Manufacturer,Model,Mode,Universe,Address,X Pos(MagicQ),Y Pos(MagicQ),Z Pos(MagicQ),X Rot(MagicQ),Y Rot(MagicQ),Z Rot(MagicQ),X Pos(Unity),Y Pos(Unity),Z Pos(Unity),X Rot(Unity),Y Rot(Unity),Z Rot(Unity)
885,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.8m,8.74m,-1.69m,-179.97°,90°,0°,0.803,8.742,1.685,270.03,270,0
937,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,1.06m,8.74m,-1.69m,-179.97°,90°,0°,1.063,8.742,1.685,270.03,270,0
989,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.12m,8.74m,-1.69m,-179.97°,90°,0°,2.122,8.742,1.685,270.03,270,0
1041,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.39m,8.74m,-1.69m,-179.97°,90°,0°,2.389,8.742,1.685,270.03,270,0
1093,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.65m,8.74m,-1.69m,-179.97°,90°,0°,2.649,8.742,1.685,270.03,270,0
1145,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.56m,8.74m,-1.69m,-179.97°,90°,0°,3.563,8.742,1.685,270.03,270,0
1197,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,-1.69m,-179.97°,90°,0°,3.83,8.742,1.685,270.03,270,0
1249,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,4.09m,8.74m,-1.69m,-179.97°,90°,0°,4.09,8.742,1.685,270.03,270,0
1301,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.16m,8.74m,-1.69m,-179.97°,90°,0°,5.156,8.742,1.685,270.03,270,0
1353,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.42m,8.74m,-1.69m,-179.97°,90°,0°,5.423,8.742,1.685,270.03,270,0
1405,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.68m,8.74m,-1.69m,-179.97°,90°,0°,5.683,8.742,1.685,270.03,270,0
1457,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.67m,8.74m,-1.69m,-179.97°,90°,0°,6.671,8.742,1.685,270.03,270,0
1509,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.94m,8.74m,-1.69m,-179.97°,90°,0°,6.938,8.742,1.685,270.03,270,0
1561,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,7.2m,8.74m,-1.69m,-179.97°,90°,0°,7.198,8.742,1.685,270.03,270,0
16,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-7.16m,8.74m,-1.62m,-179.98°,90°,0°,-7.163,8.743,1.617,270.02,270,0
68,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,-1.62m,-179.98°,90°,0°,-6.896,8.743,1.617,270.02,270,0
120,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.64m,8.74m,-1.62m,-179.98°,90°,0°,-6.636,8.743,1.617,270.02,270,0
172,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.65m,8.74m,-1.62m,-179.98°,90°,0°,-5.65,8.743,1.617,270.02,270,0
224,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.38m,8.74m,-1.62m,-179.98°,90°,0°,-5.383,8.743,1.617,270.02,270,0
276,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.12m,8.74m,-1.62m,-179.98°,90°,0°,-5.123,8.743,1.617,270.02,270,0
328,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-4.08m,8.74m,-1.62m,-179.98°,90°,0°,-4.084,8.743,1.617,270.02,270,0
380,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.82m,8.74m,-1.62m,-179.98°,90°,0°,-3.817,8.743,1.617,270.02,270,0
432,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.56m,8.74m,-1.62m,-179.98°,90°,0°,-3.557,8.743,1.617,270.02,270,0
484,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.56m,8.74m,-1.62m,-179.98°,90°,0°,-2.56,8.743,1.617,270.02,270,0
536,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.29m,8.74m,-1.62m,-179.98°,90°,0°,-2.293,8.743,1.617,270.02,270,0
588,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.03m,8.74m,-1.62m,-179.98°,90°,0°,-2.033,8.743,1.617,270.02,270,0
640,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-1.02m,8.74m,-1.62m,-179.98°,90°,0°,-1.019,8.743,1.617,270.02,270,0
692,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,-1.62m,-179.98°,90°,0°,-0.752,8.743,1.617,270.02,270,0
744,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.49m,8.74m,-1.62m,-179.98°,90°,0°,-0.492,8.743,1.617,270.02,270,0
796,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.53m,8.74m,-1.62m,-179.98°,90°,0°,0.533,8.743,1.617,270.02,270,0
848,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.8m,8.74m,-1.62m,-179.98°,90°,0°,0.8,8.743,1.617,270.02,270,0
900,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,1.06m,8.74m,-1.62m,-179.98°,90°,0°,1.06,8.743,1.617,270.02,270,0
952,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.12m,8.74m,-1.62m,-179.98°,90°,0°,2.119,8.743,1.617,270.02,270,0
1004,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.39m,8.74m,-1.62m,-179.98°,90°,0°,2.386,8.743,1.617,270.02,270,0
1056,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.65m,8.74m,-1.62m,-179.98°,90°,0°,2.646,8.743,1.617,270.02,270,0
1108,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.56m,8.74m,-1.62m,-179.98°,90°,0°,3.56,8.743,1.617,270.02,270,0
1160,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,-1.62m,-179.98°,90°,0°,3.827,8.743,1.617,270.02,270,0
1212,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,4.09m,8.74m,-1.62m,-179.98°,90°,0°,4.087,8.743,1.617,270.02,270,0
1264,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.15m,8.74m,-1.62m,-179.98°,90°,0°,5.153,8.743,1.617,270.02,270,0
1316,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.42m,8.74m,-1.62m,-179.98°,90°,0°,5.42,8.743,1.617,270.02,270,0
1368,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.68m,8.74m,-1.62m,-179.98°,90°,0°,5.68,8.743,1.617,270.02,270,0
1420,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.67m,8.74m,-1.62m,-179.98°,90°,0°,6.668,8.743,1.617,270.02,270,0
1472,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.94m,8.74m,-1.62m,-179.98°,90°,0°,6.935,8.743,1.617,270.02,270,0
1524,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,7.2m,8.74m,-1.62m,-179.98°,90°,0°,7.195,8.743,1.617,270.02,270,0
17,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-7.16m,8.74m,-1.62m,-179.98°,90°,0°,-7.163,8.743,1.617,270.02,270,0
69,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,-1.62m,-179.98°,90°,0°,-6.896,8.743,1.617,270.02,270,0
121,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.64m,8.74m,-1.62m,-179.98°,90°,0°,-6.636,8.743,1.617,270.02,270,0
173,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.65m,8.74m,-1.62m,-179.98°,90°,0°,-5.65,8.743,1.617,270.02,270,0
225,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.38m,8.74m,-1.62m,-179.98°,90°,0°,-5.383,8.743,1.617,270.02,270,0
277,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.12m,8.74m,-1.62m,-179.98°,90°,0°,-5.123,8.743,1.617,270.02,270,0
329,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-4.08m,8.74m,-1.62m,-179.98°,90°,0°,-4.084,8.743,1.617,270.02,270,0
381,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.82m,8.74m,-1.62m,-179.98°,90°,0°,-3.817,8.743,1.617,270.02,270,0
433,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.56m,8.74m,-1.62m,-179.98°,90°,0°,-3.557,8.743,1.617,270.02,270,0
485,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.56m,8.74m,-1.62m,-179.98°,90°,0°,-2.56,8.743,1.617,270.02,270,0
537,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.29m,8.74m,-1.62m,-179.98°,90°,0°,-2.293,8.743,1.617,270.02,270,0
589,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.03m,8.74m,-1.62m,-179.98°,90°,0°,-2.033,8.743,1.617,270.02,270,0
641,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-1.02m,8.74m,-1.62m,-179.98°,90°,0°,-1.019,8.743,1.617,270.02,270,0
693,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,-1.62m,-179.98°,90°,0°,-0.752,8.743,1.617,270.02,270,0
745,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.49m,8.74m,-1.62m,-179.98°,90°,0°,-0.492,8.743,1.617,270.02,270,0
797,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.53m,8.74m,-1.62m,-179.98°,90°,0°,0.533,8.743,1.617,270.02,270,0
849,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.8m,8.74m,-1.62m,-179.98°,90°,0°,0.8,8.743,1.617,270.02,270,0
901,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,1.06m,8.74m,-1.62m,-179.98°,90°,0°,1.06,8.743,1.617,270.02,270,0
953,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.12m,8.74m,-1.62m,-179.98°,90°,0°,2.119,8.743,1.617,270.02,270,0
1005,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.39m,8.74m,-1.62m,-179.98°,90°,0°,2.386,8.743,1.617,270.02,270,0
1057,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.65m,8.74m,-1.62m,-179.98°,90°,0°,2.646,8.743,1.617,270.02,270,0
1109,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.56m,8.74m,-1.62m,-179.98°,90°,0°,3.56,8.743,1.617,270.02,270,0
1161,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,-1.62m,-179.98°,90°,0°,3.827,8.743,1.617,270.02,270,0
1213,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,4.09m,8.74m,-1.62m,-179.98°,90°,0°,4.087,8.743,1.617,270.02,270,0
1265,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.15m,8.74m,-1.62m,-179.98°,90°,0°,5.153,8.743,1.617,270.02,270,0
1317,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.42m,8.74m,-1.62m,-179.98°,90°,0°,5.42,8.743,1.617,270.02,270,0
1369,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.68m,8.74m,-1.62m,-179.98°,90°,0°,5.68,8.743,1.617,270.02,270,0
1421,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.67m,8.74m,-1.62m,-179.98°,90°,0°,6.668,8.743,1.617,270.02,270,0
1473,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.94m,8.74m,-1.62m,-179.98°,90°,0°,6.935,8.743,1.617,270.02,270,0
1525,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,7.2m,8.74m,-1.62m,-179.98°,90°,0°,7.195,8.743,1.617,270.02,270,0
18,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-7.16m,8.74m,-1.62m,-179.98°,90°,0°,-7.163,8.743,1.617,270.02,270,0
70,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,-1.62m,-179.98°,90°,0°,-6.896,8.743,1.617,270.02,270,0
122,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.64m,8.74m,-1.62m,-179.98°,90°,0°,-6.636,8.743,1.617,270.02,270,0
174,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.65m,8.74m,-1.62m,-179.98°,90°,0°,-5.65,8.743,1.617,270.02,270,0
226,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.38m,8.74m,-1.62m,-179.98°,90°,0°,-5.383,8.743,1.617,270.02,270,0
278,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.12m,8.74m,-1.62m,-179.98°,90°,0°,-5.123,8.743,1.617,270.02,270,0
330,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-4.08m,8.74m,-1.62m,-179.98°,90°,0°,-4.084,8.743,1.617,270.02,270,0
382,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.82m,8.74m,-1.62m,-179.98°,90°,0°,-3.817,8.743,1.617,270.02,270,0
434,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.56m,8.74m,-1.62m,-179.98°,90°,0°,-3.557,8.743,1.617,270.02,270,0
486,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.56m,8.74m,-1.62m,-179.98°,90°,0°,-2.56,8.743,1.617,270.02,270,0
538,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.29m,8.74m,-1.62m,-179.98°,90°,0°,-2.293,8.743,1.617,270.02,270,0
590,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.03m,8.74m,-1.62m,-179.98°,90°,0°,-2.033,8.743,1.617,270.02,270,0
642,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-1.02m,8.74m,-1.62m,-179.98°,90°,0°,-1.019,8.743,1.617,270.02,270,0
694,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,-1.62m,-179.98°,90°,0°,-0.752,8.743,1.617,270.02,270,0
746,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.49m,8.74m,-1.62m,-179.98°,90°,0°,-0.492,8.743,1.617,270.02,270,0
798,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.53m,8.74m,-1.62m,-179.98°,90°,0°,0.533,8.743,1.617,270.02,270,0
850,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.8m,8.74m,-1.62m,-179.98°,90°,0°,0.8,8.743,1.617,270.02,270,0
902,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,1.06m,8.74m,-1.62m,-179.98°,90°,0°,1.06,8.743,1.617,270.02,270,0
954,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.12m,8.74m,-1.62m,-179.98°,90°,0°,2.119,8.743,1.617,270.02,270,0
1006,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.39m,8.74m,-1.62m,-179.98°,90°,0°,2.386,8.743,1.617,270.02,270,0
1058,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.65m,8.74m,-1.62m,-179.98°,90°,0°,2.646,8.743,1.617,270.02,270,0
1110,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.56m,8.74m,-1.62m,-179.98°,90°,0°,3.56,8.743,1.617,270.02,270,0
1162,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,-1.62m,-179.98°,90°,0°,3.827,8.743,1.617,270.02,270,0
1214,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,4.09m,8.74m,-1.62m,-179.98°,90°,0°,4.087,8.743,1.617,270.02,270,0
1266,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.15m,8.74m,-1.62m,-179.98°,90°,0°,5.153,8.743,1.617,270.02,270,0
1318,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.42m,8.74m,-1.62m,-179.98°,90°,0°,5.42,8.743,1.617,270.02,270,0
1370,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.68m,8.74m,-1.62m,-179.98°,90°,0°,5.68,8.743,1.617,270.02,270,0
1422,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.67m,8.74m,-1.62m,-179.98°,90°,0°,6.668,8.743,1.617,270.02,270,0
1474,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.94m,8.74m,-1.62m,-179.98°,90°,0°,6.935,8.743,1.617,270.02,270,0
1526,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,7.2m,8.74m,-1.62m,-179.98°,90°,0°,7.195,8.743,1.617,270.02,270,0
19,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-7.16m,8.74m,-1.62m,-179.98°,90°,0°,-7.163,8.743,1.617,270.02,270,0
71,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,-1.62m,-179.98°,90°,0°,-6.896,8.743,1.617,270.02,270,0
123,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.64m,8.74m,-1.62m,-179.98°,90°,0°,-6.636,8.743,1.617,270.02,270,0
175,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.65m,8.74m,-1.62m,-179.98°,90°,0°,-5.65,8.743,1.617,270.02,270,0
227,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.38m,8.74m,-1.62m,-179.98°,90°,0°,-5.383,8.743,1.617,270.02,270,0
279,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.12m,8.74m,-1.62m,-179.98°,90°,0°,-5.123,8.743,1.617,270.02,270,0
331,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-4.08m,8.74m,-1.62m,-179.98°,90°,0°,-4.084,8.743,1.617,270.02,270,0
383,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.82m,8.74m,-1.62m,-179.98°,90°,0°,-3.817,8.743,1.617,270.02,270,0
435,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.56m,8.74m,-1.62m,-179.98°,90°,0°,-3.557,8.743,1.617,270.02,270,0
487,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.56m,8.74m,-1.62m,-179.98°,90°,0°,-2.56,8.743,1.617,270.02,270,0
539,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.29m,8.74m,-1.62m,-179.98°,90°,0°,-2.293,8.743,1.617,270.02,270,0
591,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.03m,8.74m,-1.62m,-179.98°,90°,0°,-2.033,8.743,1.617,270.02,270,0
643,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-1.02m,8.74m,-1.62m,-179.98°,90°,0°,-1.019,8.743,1.617,270.02,270,0
695,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,-1.62m,-179.98°,90°,0°,-0.752,8.743,1.617,270.02,270,0
747,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.49m,8.74m,-1.62m,-179.98°,90°,0°,-0.492,8.743,1.617,270.02,270,0
799,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.53m,8.74m,-1.62m,-179.98°,90°,0°,0.533,8.743,1.617,270.02,270,0
851,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.8m,8.74m,-1.62m,-179.98°,90°,0°,0.8,8.743,1.617,270.02,270,0
903,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,1.06m,8.74m,-1.62m,-179.98°,90°,0°,1.06,8.743,1.617,270.02,270,0
955,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.12m,8.74m,-1.62m,-179.98°,90°,0°,2.119,8.743,1.617,270.02,270,0
1007,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.39m,8.74m,-1.62m,-179.98°,90°,0°,2.386,8.743,1.617,270.02,270,0
1059,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.65m,8.74m,-1.62m,-179.98°,90°,0°,2.646,8.743,1.617,270.02,270,0
1111,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.56m,8.74m,-1.62m,-179.98°,90°,0°,3.56,8.743,1.617,270.02,270,0
1163,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,-1.62m,-179.98°,90°,0°,3.827,8.743,1.617,270.02,270,0
1215,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,4.09m,8.74m,-1.62m,-179.98°,90°,0°,4.087,8.743,1.617,270.02,270,0
1267,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.15m,8.74m,-1.62m,-179.98°,90°,0°,5.153,8.743,1.617,270.02,270,0
1319,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.42m,8.74m,-1.62m,-179.98°,90°,0°,5.42,8.743,1.617,270.02,270,0
1371,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.68m,8.74m,-1.62m,-179.98°,90°,0°,5.68,8.743,1.617,270.02,270,0
1423,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.67m,8.74m,-1.62m,-179.98°,90°,0°,6.668,8.743,1.617,270.02,270,0
1475,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.94m,8.74m,-1.62m,-179.98°,90°,0°,6.935,8.743,1.617,270.02,270,0
1527,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,7.2m,8.74m,-1.62m,-179.98°,90°,0°,7.195,8.743,1.617,270.02,270,0
20,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-7.16m,8.74m,-1.62m,-179.98°,90°,0°,-7.163,8.743,1.617,270.02,270,0
72,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,-1.62m,-179.98°,90°,0°,-6.896,8.743,1.617,270.02,270,0
124,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.64m,8.74m,-1.62m,-179.98°,90°,0°,-6.636,8.743,1.617,270.02,270,0
176,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.65m,8.74m,-1.62m,-179.98°,90°,0°,-5.65,8.743,1.617,270.02,270,0
228,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.38m,8.74m,-1.62m,-179.98°,90°,0°,-5.383,8.743,1.617,270.02,270,0
280,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.12m,8.74m,-1.62m,-179.98°,90°,0°,-5.123,8.743,1.617,270.02,270,0
332,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-4.08m,8.74m,-1.62m,-179.98°,90°,0°,-4.084,8.743,1.617,270.02,270,0
384,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.82m,8.74m,-1.62m,-179.98°,90°,0°,-3.817,8.743,1.617,270.02,270,0
436,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.56m,8.74m,-1.62m,-179.98°,90°,0°,-3.557,8.743,1.617,270.02,270,0
488,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.56m,8.74m,-1.62m,-179.98°,90°,0°,-2.56,8.743,1.617,270.02,270,0
540,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.29m,8.74m,-1.62m,-179.98°,90°,0°,-2.293,8.743,1.617,270.02,270,0
592,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.03m,8.74m,-1.62m,-179.98°,90°,0°,-2.033,8.743,1.617,270.02,270,0
644,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-1.02m,8.74m,-1.62m,-179.98°,90°,0°,-1.019,8.743,1.617,270.02,270,0
696,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,-1.62m,-179.98°,90°,0°,-0.752,8.743,1.617,270.02,270,0
748,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.49m,8.74m,-1.62m,-179.98°,90°,0°,-0.492,8.743,1.617,270.02,270,0
800,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.53m,8.74m,-1.62m,-179.98°,90°,0°,0.533,8.743,1.617,270.02,270,0
852,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.8m,8.74m,-1.62m,-179.98°,90°,0°,0.8,8.743,1.617,270.02,270,0
904,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,1.06m,8.74m,-1.62m,-179.98°,90°,0°,1.06,8.743,1.617,270.02,270,0
956,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.12m,8.74m,-1.62m,-179.98°,90°,0°,2.119,8.743,1.617,270.02,270,0
1008,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.39m,8.74m,-1.62m,-179.98°,90°,0°,2.386,8.743,1.617,270.02,270,0
1060,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.65m,8.74m,-1.62m,-179.98°,90°,0°,2.646,8.743,1.617,270.02,270,0
1112,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.56m,8.74m,-1.62m,-179.98°,90°,0°,3.56,8.743,1.617,270.02,270,0
1164,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,-1.62m,-179.98°,90°,0°,3.827,8.743,1.617,270.02,270,0
1216,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,4.09m,8.74m,-1.62m,-179.98°,90°,0°,4.087,8.743,1.617,270.02,270,0
1268,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.15m,8.74m,-1.62m,-179.98°,90°,0°,5.153,8.743,1.617,270.02,270,0
1320,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.42m,8.74m,-1.62m,-179.98°,90°,0°,5.42,8.743,1.617,270.02,270,0
1372,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.68m,8.74m,-1.62m,-179.98°,90°,0°,5.68,8.743,1.617,270.02,270,0
1424,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.67m,8.74m,-1.62m,-179.98°,90°,0°,6.668,8.743,1.617,270.02,270,0
1476,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.94m,8.74m,-1.62m,-179.98°,90°,0°,6.935,8.743,1.617,270.02,270,0
1528,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,7.2m,8.74m,-1.62m,-179.98°,90°,0°,7.195,8.743,1.617,270.02,270,0
21,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-7.16m,8.74m,-1.62m,-179.98°,90°,0°,-7.163,8.743,1.617,270.02,270,0
73,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,-1.62m,-179.98°,90°,0°,-6.896,8.743,1.617,270.02,270,0
125,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.64m,8.74m,-1.62m,-179.98°,90°,0°,-6.636,8.743,1.617,270.02,270,0
177,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.65m,8.74m,-1.62m,-179.98°,90°,0°,-5.65,8.743,1.617,270.02,270,0
